nm_servico,tipo_compra,quantidade_captada,vl_preco
Fisioterapia,AQUISIÇÃO,1,125.0
Acupuntura,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Acupuntura,AQUISIÇÃO,1,125.0
Fisioterapia,RENOVAÇÃO,4,125.0
Fisioterapia,AQUISIÇÃO,4,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,2,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Banho,AQUISIÇÃO,1,125.0
Acupuntura,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,4,125.0
Fisioterapia,AQUISIÇÃO,4,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,2,125.0
Fisioterapia,RENOVAÇÃO,2,125.0
Fisioterapia,AQUISIÇÃO,8,125.0
Fisioterapia,RENOVAÇÃO,2,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Acupuntura,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,2,125.0
Fisioterapia,AQUISIÇÃO,2,125.0
Fisioterapia,RENOVAÇÃO,2,125.0
Fisioterapia,RENOVAÇÃO,2,125.0
Fisioterapia,RENOVAÇÃO,2,125.0
Fisioterapia,RENOVAÇÃO,2,125.0
Fisioterapia,RENOVAÇÃO,2,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Acupuntura,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,4,125.0
Fisioterapia,AQUISIÇÃO,4,125.0
Fisioterapia,AQUISIÇÃO,4,125.0
Fisioterapia,AQUISIÇÃO,8,125.0
Fisioterapia,AQUISIÇÃO,12,125.0
Fisioterapia,AQUISIÇÃO,4,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,4,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Acupuntura,AQUISIÇÃO,2,125.0
Fisioterapia,AQUISIÇÃO,4,125.0
Fisioterapia,RENOVAÇÃO,4,125.0
Fisioterapia,RENOVAÇÃO,4,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Acupuntura,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,2,125.0
Fisioterapia,AQUISIÇÃO,2,125.0
Fisioterapia,AQUISIÇÃO,2,125.0
Fisioterapia,AQUISIÇÃO,2,125.0
Fisioterapia,AQUISIÇÃO,3,125.0
Fisioterapia,AQUISIÇÃO,8,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Banho,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Banho,AQUISIÇÃO,1,125.0
Banho,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,4,125.0
Acupuntura,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,4,125.0
Banho,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,2,125.0
Fisioterapia,AQUISIÇÃO,2,125.0
Fisioterapia,RENOVAÇÃO,2,125.0
Banho,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,2,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,10,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Acupuntura,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Acupuntura,AQUISIÇÃO,1,125.0
Acupuntura,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,2,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,12,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Banho,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,12,125.0
Acupuntura,AQUISIÇÃO,4,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,2,125.0
Fisioterapia,AQUISIÇÃO,4,125.0
Acupuntura,AQUISIÇÃO,3,125.0
Fisioterapia,AQUISIÇÃO,5,125.0
Fisioterapia,AQUISIÇÃO,4,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Acupuntura,AQUISIÇÃO,1,125.0
Fisioterapia,RENOVAÇÃO,4,125.0
Fisioterapia,AQUISIÇÃO,2,125.0
Fisioterapia,AQUISIÇÃO,4,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,4,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Acupuntura,AQUISIÇÃO,4,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,2,125.0
Fisioterapia,AQUISIÇÃO,8,125.0
Acupuntura,AQUISIÇÃO,4,125.0
Fisioterapia,AQUISIÇÃO,3,125.0
Fisioterapia,AQUISIÇÃO,4,125.0
Acupuntura,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,4,125.0
Fisioterapia,AQUISIÇÃO,4,125.0
Acupuntura,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,4,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Acupuntura,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Acupuntura,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Acupuntura,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,4,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,4,125.0
Fisioterapia,AQUISIÇÃO,4,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Acupuntura,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Acupuntura,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Acupuntura,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,4,125.0
Fisioterapia,AQUISIÇÃO,4,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Acupuntura,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,2,125.0
Fisioterapia,AQUISIÇÃO,2,125.0
Fisioterapia,AQUISIÇÃO,3,125.0
Fisioterapia,AQUISIÇÃO,5,125.0
Fisioterapia,AQUISIÇÃO,5,125.0
Acupuntura,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Acupuntura,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,2,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Acupuntura,AQUISIÇÃO,2,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Acupuntura,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Acupuntura,AQUISIÇÃO,4,125.0
Fisioterapia,AQUISIÇÃO,4,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,2,125.0
Fisioterapia,AQUISIÇÃO,4,125.0
Fisioterapia,AQUISIÇÃO,12,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,4,125.0
Acupuntura,AQUISIÇÃO,1,125.0
Acupuntura,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,2,125.0
Fisioterapia,AQUISIÇÃO,4,125.0
Fisioterapia,AQUISIÇÃO,4,125.0
Fisioterapia,AQUISIÇÃO,12,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,2,125.0
Fisioterapia,AQUISIÇÃO,2,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,4,125.0
Acupuntura,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Acupuntura,AQUISIÇÃO,1,125.0
Acupuntura,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,4,125.0
Fisioterapia,AQUISIÇÃO,4,125.0
Fisioterapia,AQUISIÇÃO,4,125.0
Acupuntura,AQUISIÇÃO,4,125.0
Fisioterapia,RENOVAÇÃO,4,125.0
Fisioterapia,AQUISIÇÃO,6,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,2,125.0
Fisioterapia,AQUISIÇÃO,2,125.0
Fisioterapia,AQUISIÇÃO,2,125.0
Fisioterapia,AQUISIÇÃO,3,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Acupuntura,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,1,125.0
Acupuntura,AQUISIÇÃO,1,125.0
Fisioterapia,AQUISIÇÃO,2,125.0
Fisioterapia,AQUISIÇÃO,4,125.0
Acupuntura,AQUISIÇÃO,1,131.0
Fisioterapia,AQUISIÇÃO,2,131.0
Fisioterapia,AQUISIÇÃO,1,131.0
Acupuntura,AQUISIÇÃO,1,131.0
Acupuntura,AQUISIÇÃO,1,131.0
Acupuntura,AQUISIÇÃO,1,131.0
Fisioterapia,AQUISIÇÃO,4,131.0
Fisioterapia,AQUISIÇÃO,1,131.0
Fisioterapia,AQUISIÇÃO,1,131.0
Fisioterapia,AQUISIÇÃO,1,131.0
Fisioterapia,AQUISIÇÃO,1,131.0
Acupuntura,AQUISIÇÃO,1,131.0
Fisioterapia,AQUISIÇÃO,2,131.0
Fisioterapia,AQUISIÇÃO,1,131.0
Acupuntura,AQUISIÇÃO,1,131.0
Fisioterapia,AQUISIÇÃO,1,131.0
Fisioterapia,AQUISIÇÃO,1,131.0
Fisioterapia,AQUISIÇÃO,2,131.0
Fisioterapia,AQUISIÇÃO,2,131.0
Fisioterapia,AQUISIÇÃO,2,131.0
Fisioterapia,AQUISIÇÃO,1,131.0
Fisioterapia,AQUISIÇÃO,1,131.0
Fisioterapia,AQUISIÇÃO,1,131.0
Fisioterapia,AQUISIÇÃO,2,131.0
Fisioterapia,AQUISIÇÃO,4,131.0
Fisioterapia,AQUISIÇÃO,1,131.0
Acupuntura,AQUISIÇÃO,1,131.0
Fisioterapia,AQUISIÇÃO,2,131.0
Acupuntura,AQUISIÇÃO,1,131.0
Fisioterapia,AQUISIÇÃO,1,131.0
Fisioterapia,AQUISIÇÃO,2,131.0
Fisioterapia,AQUISIÇÃO,2,131.0
Acupuntura,AQUISIÇÃO,1,131.0
Fisioterapia,AQUISIÇÃO,1,131.0
Fisioterapia,AQUISIÇÃO,1,131.0
Acupuntura,AQUISIÇÃO,1,131.0
Fisioterapia,AQUISIÇÃO,1,131.0
Fisioterapia,AQUISIÇÃO,1,131.0
Fisioterapia,AQUISIÇÃO,1,131.0
Fisioterapia,AQUISIÇÃO,2,131.0
Fisioterapia,AQUISIÇÃO,1,131.0
Fisioterapia,AQUISIÇÃO,1,131.0
Acupuntura,AQUISIÇÃO,1,131.0
Fisioterapia,AQUISIÇÃO,2,131.0
Fisioterapia,AQUISIÇÃO,2,131.0
Fisioterapia,AQUISIÇÃO,1,131.0
Fisioterapia,AQUISIÇÃO,1,131.0
Fisioterapia,AQUISIÇÃO,1,131.0
Fisioterapia,AQUISIÇÃO,1,131.0
Acupuntura,AQUISIÇÃO,1,131.0
Fisioterapia,AQUISIÇÃO,1,131.0
Fisioterapia,AQUISIÇÃO,4,131.0
Acupuntura,AQUISIÇÃO,1,131.0
Acupuntura,AQUISIÇÃO,4,131.0
Fisioterapia,AQUISIÇÃO,4,131.0
Acupuntura,AQUISIÇÃO,1,131.0
Fisioterapia,AQUISIÇÃO,2,131.0
Acupuntura,AQUISIÇÃO,1,131.0
Fisioterapia,AQUISIÇÃO,2,131.0
Fisioterapia,AQUISIÇÃO,2,131.0
Acupuntura,AQUISIÇÃO,1,131.0
Fisioterapia,AQUISIÇÃO,1,131.0
Fisioterapia,AQUISIÇÃO,1,131.0
Acupuntura,AQUISIÇÃO,2,131.0
Acupuntura,AQUISIÇÃO,1,131.0
Acupuntura,AQUISIÇÃO,1,131.0
Acupuntura,AQUISIÇÃO,2,131.0
Fisioterapia,AQUISIÇÃO,1,131.0
Fisioterapia,AQUISIÇÃO,1,131.0
Acupuntura,AQUISIÇÃO,1,131.0
Fisioterapia,AQUISIÇÃO,1,131.0
Fisioterapia,AQUISIÇÃO,4,131.0
Fisioterapia,RENOVAÇÃO,4,131.0
Fisioterapia,RENOVAÇÃO,4,131.0
Fisioterapia,AQUISIÇÃO,2,131.0
Acupuntura,AQUISIÇÃO,3,131.0
Fisioterapia,AQUISIÇÃO,1,131.0
Acupuntura,AQUISIÇÃO,4,131.0
Acupuntura,AQUISIÇÃO,4,131.0
Acupuntura,AQUISIÇÃO,2,131.0
Fisioterapia,AQUISIÇÃO,1,131.0
Fisioterapia,AQUISIÇÃO,1,131.0
Fisioterapia,AQUISIÇÃO,1,131.0
Fisioterapia,AQUISIÇÃO,1,131.0
Fisioterapia,AQUISIÇÃO,1,131.0
Acupuntura,AQUISIÇÃO,1,131.0
Fisioterapia,AQUISIÇÃO,4,131.0
Fisioterapia,AQUISIÇÃO,2,131.0
Acupuntura,AQUISIÇÃO,1,131.0
Fisioterapia,AQUISIÇÃO,1,131.0
Fisioterapia,AQUISIÇÃO,1,131.0
Fisioterapia,AQUISIÇÃO,2,131.0
Fisioterapia,AQUISIÇÃO,4,131.0
Fisioterapia,AQUISIÇÃO,4,131.0
Acupuntura,AQUISIÇÃO,2,131.0
Fisioterapia,RENOVAÇÃO,4,131.0
Fisioterapia,AQUISIÇÃO,1,131.0
Fisioterapia,AQUISIÇÃO,1,131.0
Fisioterapia,AQUISIÇÃO,4,131.0
Fisioterapia,AQUISIÇÃO,1,131.0
Fisioterapia,AQUISIÇÃO,1,131.0
Acupuntura,AQUISIÇÃO,1,131.0
Acupuntura,AQUISIÇÃO,4,131.0
Fisioterapia,AQUISIÇÃO,2,131.0
Fisioterapia,AQUISIÇÃO,1,131.0
Acupuntura,AQUISIÇÃO,1,131.0
Fisioterapia,AQUISIÇÃO,2,131.0
Fisioterapia,AQUISIÇÃO,1,131.0
Acupuntura,AQUISIÇÃO,1,131.0
Acupuntura,AQUISIÇÃO,1,131.0
Acupuntura,AQUISIÇÃO,1,131.0
Fisioterapia,AQUISIÇÃO,1,131.0
Fisioterapia,AQUISIÇÃO,2,131.0
Acupuntura,AQUISIÇÃO,2,131.0
Fisioterapia,AQUISIÇÃO,2,131.0
Fisioterapia,AQUISIÇÃO,1,131.0
Acupuntura,AQUISIÇÃO,1,131.0
Fisioterapia,AQUISIÇÃO,1,131.0
Fisioterapia,AQUISIÇÃO,1,131.0
Fisioterapia,AQUISIÇÃO,1,131.0
Fisioterapia,AQUISIÇÃO,4,131.0
Acupuntura,AQUISIÇÃO,1,131.0
Fisioterapia,AQUISIÇÃO,1,131.0
Acupuntura,AQUISIÇÃO,1,131.0
Fisioterapia,AQUISIÇÃO,1,131.0
Fisioterapia,AQUISIÇÃO,4,131.0
Acupuntura,AQUISIÇÃO,1,131.0
Acupuntura,AQUISIÇÃO,2,131.0
Fisioterapia,AQUISIÇÃO,2,131.0
Fisioterapia,AQUISIÇÃO,1,131.0
Acupuntura,AQUISIÇÃO,2,131.0
Fisioterapia,AQUISIÇÃO,1,131.0
Acupuntura,AQUISIÇÃO,1,131.0
Acupuntura,AQUISIÇÃO,1,131.0
Fisioterapia,AQUISIÇÃO,1,131.0
Fisioterapia,AQUISIÇÃO,1,131.0
Fisioterapia,AQUISIÇÃO,1,131.0
Fisioterapia,AQUISIÇÃO,2,131.0
Fisioterapia,AQUISIÇÃO,4,131.0
Fisioterapia,RENOVAÇÃO,2,131.0
Acupuntura,AQUISIÇÃO,1,131.0
Fisioterapia,AQUISIÇÃO,1,131.0
Fisioterapia,AQUISIÇÃO,2,131.0
Fisioterapia,RENOVAÇÃO,4,131.0
Fisioterapia,AQUISIÇÃO,4,131.0
Fisioterapia,RENOVAÇÃO,4,131.0
Fisioterapia,AQUISIÇÃO,2,131.0
Fisioterapia,RENOVAÇÃO,2,131.0
Fisioterapia,AQUISIÇÃO,1,131.0
Acupuntura,AQUISIÇÃO,4,131.0
Fisioterapia,AQUISIÇÃO,2,131.0
Fisioterapia,RENOVAÇÃO,2,131.0
Fisioterapia,AQUISIÇÃO,1,131.0
Fisioterapia,AQUISIÇÃO,1,131.0
Fisioterapia,AQUISIÇÃO,1,131.0
Fisioterapia,AQUISIÇÃO,4,131.0
Acupuntura,AQUISIÇÃO,2,131.0
Fisioterapia,AQUISIÇÃO,2,131.0
Fisioterapia,AQUISIÇÃO,1,131.0
Fisioterapia,AQUISIÇÃO,1,131.0
Fisioterapia,AQUISIÇÃO,2,131.0
Fisioterapia,RENOVAÇÃO,2,131.0
Fisioterapia,RENOVAÇÃO,2,131.0
Acupuntura,AQUISIÇÃO,1,131.0
Fisioterapia,AQUISIÇÃO,1,131.0
Fisioterapia,AQUISIÇÃO,1,131.0
Fisioterapia,AQUISIÇÃO,1,131.0
Acupuntura,AQUISIÇÃO,3,131.0
Fisioterapia,AQUISIÇÃO,1,131.0
Fisioterapia,AQUISIÇÃO,1,131.0
Fisioterapia,AQUISIÇÃO,3,131.0
Fisioterapia,AQUISIÇÃO,8,131.0
Fisioterapia,AQUISIÇÃO,1,131.0
Fisioterapia,AQUISIÇÃO,4,131.0
Fisioterapia,AQUISIÇÃO,1,131.0
Fisioterapia,AQUISIÇÃO,2,131.0
Fisioterapia,AQUISIÇÃO,1,131.0
Fisioterapia,AQUISIÇÃO,1,131.0
Fisioterapia,AQUISIÇÃO,1,131.0
Fisioterapia,AQUISIÇÃO,1,131.0
Fisioterapia,AQUISIÇÃO,1,131.0
Acupuntura,AQUISIÇÃO,1,131.0
Acupuntura,AQUISIÇÃO,1,131.0
Acupuntura,AQUISIÇÃO,1,131.0
Fisioterapia,AQUISIÇÃO,2,131.0
Fisioterapia,AQUISIÇÃO,1,131.0
Fisioterapia,AQUISIÇÃO,1,131.0
Fisioterapia,AQUISIÇÃO,1,131.0
Fisioterapia,AQUISIÇÃO,1,131.0
Fisioterapia,AQUISIÇÃO,2,131.0
Fisioterapia,AQUISIÇÃO,1,131.0
Fisioterapia,AQUISIÇÃO,1,131.0
Fisioterapia,AQUISIÇÃO,1,131.0
Fisioterapia,AQUISIÇÃO,1,131.0
Fisioterapia,AQUISIÇÃO,1,131.0
Acupuntura,AQUISIÇÃO,1,131.0
Fisioterapia,AQUISIÇÃO,1,131.0
Fisioterapia,AQUISIÇÃO,1,131.0
Acupuntura,AQUISIÇÃO,2,131.0
Acupuntura,AQUISIÇÃO,1,131.0
Fisioterapia,AQUISIÇÃO,1,131.0
Acupuntura,AQUISIÇÃO,1,131.0
Fisioterapia,AQUISIÇÃO,1,131.0
Fisioterapia,AQUISIÇÃO,1,131.0
Fisioterapia,AQUISIÇÃO,1,131.0
Fisioterapia,AQUISIÇÃO,2,131.0
Fisioterapia,AQUISIÇÃO,4,131.0
Fisioterapia,AQUISIÇÃO,1,131.0
Fisioterapia,AQUISIÇÃO,4,131.0
Fisioterapia,RENOVAÇÃO,2,131.0
Fisioterapia,RENOVAÇÃO,4,131.0
Fisioterapia,AQUISIÇÃO,4,131.0
Acupuntura,AQUISIÇÃO,2,131.0
Acupuntura,AQUISIÇÃO,1,131.0
Fisioterapia,AQUISIÇÃO,1,131.0
Fisioterapia,AQUISIÇÃO,1,131.0
Fisioterapia,AQUISIÇÃO,1,131.0
Acupuntura,AQUISIÇÃO,1,131.0
Acupuntura,AQUISIÇÃO,2,131.0
Acupuntura,AQUISIÇÃO,1,131.0
Acupuntura,AQUISIÇÃO,1,131.0
Acupuntura,AQUISIÇÃO,1,131.0
Acupuntura,AQUISIÇÃO,1,131.0
Acupuntura,AQUISIÇÃO,1,131.0
Acupuntura,AQUISIÇÃO,1,131.0
Fisioterapia,AQUISIÇÃO,1,131.0
Fisioterapia,AQUISIÇÃO,1,137.5
Fisioterapia,AQUISIÇÃO,8,137.5
Fisioterapia,AQUISIÇÃO,4,137.5
Fisioterapia,AQUISIÇÃO,8,137.5
Fisioterapia,AQUISIÇÃO,12,137.5
Fisioterapia,AQUISIÇÃO,8,137.5
Acupuntura,AQUISIÇÃO,2,137.5
Fisioterapia,AQUISIÇÃO,4,137.5
Fisioterapia,AQUISIÇÃO,1,137.5
Fisioterapia,AQUISIÇÃO,1,137.5
Fisioterapia,AQUISIÇÃO,1,137.5
Fisioterapia,AQUISIÇÃO,1,137.5
Fisioterapia,AQUISIÇÃO,2,137.5
Fisioterapia,AQUISIÇÃO,1,137.5
Fisioterapia,AQUISIÇÃO,4,137.5
Fisioterapia,AQUISIÇÃO,1,137.5
Fisioterapia,AQUISIÇÃO,1,137.5
Fisioterapia,AQUISIÇÃO,12,137.5
Fisioterapia,AQUISIÇÃO,4,137.5
Fisioterapia,RENOVAÇÃO,4,137.5
Fisioterapia,AQUISIÇÃO,4,137.5
Fisioterapia,AQUISIÇÃO,12,137.5
Fisioterapia,AQUISIÇÃO,4,137.5
Fisioterapia,AQUISIÇÃO,1,137.5
Fisioterapia,AQUISIÇÃO,1,137.5
Fisioterapia,AQUISIÇÃO,1,137.5
Fisioterapia,AQUISIÇÃO,1,137.5
Fisioterapia,AQUISIÇÃO,1,137.5
Acupuntura,AQUISIÇÃO,1,137.5
Fisioterapia,AQUISIÇÃO,1,137.5
Fisioterapia,AQUISIÇÃO,1,137.5
Acupuntura,AQUISIÇÃO,1,137.5
Fisioterapia,AQUISIÇÃO,1,137.5
Fisioterapia,AQUISIÇÃO,1,137.5
Fisioterapia,AQUISIÇÃO,12,137.5
Fisioterapia,AQUISIÇÃO,8,137.5
Fisioterapia,AQUISIÇÃO,1,137.5
Fisioterapia,AQUISIÇÃO,1,137.5
Fisioterapia,AQUISIÇÃO,1,137.5
Fisioterapia,AQUISIÇÃO,4,137.5
Fisioterapia,AQUISIÇÃO,1,137.5
Fisioterapia,AQUISIÇÃO,4,137.5
Fisioterapia,AQUISIÇÃO,1,137.5
Fisioterapia,AQUISIÇÃO,1,137.5
Fisioterapia,AQUISIÇÃO,12,137.5
Fisioterapia,AQUISIÇÃO,1,137.5
Fisioterapia,AQUISIÇÃO,1,137.5
Fisioterapia,AQUISIÇÃO,4,137.5
Acupuntura,AQUISIÇÃO,4,137.5
Fisioterapia,AQUISIÇÃO,1,137.5
Acupuntura,AQUISIÇÃO,1,137.5
Fisioterapia,AQUISIÇÃO,3,137.5
Fisioterapia,RENOVAÇÃO,4,137.5
Fisioterapia,RENOVAÇÃO,4,137.5
Fisioterapia,AQUISIÇÃO,4,137.5
Fisioterapia,RENOVAÇÃO,4,137.5
Fisioterapia,RENOVAÇÃO,4,137.5
Fisioterapia,AQUISIÇÃO,1,137.5
Fisioterapia,AQUISIÇÃO,4,137.5
Acupuntura,AQUISIÇÃO,4,137.5
Fisioterapia,AQUISIÇÃO,4,137.5
Fisioterapia,AQUISIÇÃO,4,137.5
Fisioterapia,AQUISIÇÃO,1,137.5
Fisioterapia,RENOVAÇÃO,4,137.5
Fisioterapia,RENOVAÇÃO,4,137.5
Fisioterapia,AQUISIÇÃO,4,137.5
Fisioterapia,RENOVAÇÃO,4,137.5
Fisioterapia,RENOVAÇÃO,4,137.5
Fisioterapia,RENOVAÇÃO,4,137.5
Fisioterapia,RENOVAÇÃO,4,137.5
Fisioterapia,AQUISIÇÃO,4,137.5
Fisioterapia,AQUISIÇÃO,1,137.5
Fisioterapia,RENOVAÇÃO,2,137.5
Fisioterapia,AQUISIÇÃO,2,137.5
Fisioterapia,RENOVAÇÃO,2,137.5
Fisioterapia,RENOVAÇÃO,2,137.5
Acupuntura,AQUISIÇÃO,4,137.5
Fisioterapia,AQUISIÇÃO,1,137.5
Fisioterapia,AQUISIÇÃO,1,137.5
Fisioterapia,RENOVAÇÃO,2,137.5
Fisioterapia,RENOVAÇÃO,2,137.5
Fisioterapia,AQUISIÇÃO,2,137.5
